entry_name,organism,protein_names,likely_substrate,substrate_group,functional_class,bgcs,pmid,cmpnd,pdb_id,kinetics,ec_numbers
HBCL2_METS5,Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2),4-hydroxybutyrate--CoA ligase 2 (EC 6.2.1.40) (Acetate--CoA ligase) (EC 6.2.1.1) (Butyrate--CoA ligase) (EC 6.2.1.2) (Propionate--CoA ligase) (EC 6.2.1.17) (acyl-activating enzyme),butyrate; valerate; propioinate; acetate; 4-hydroxybutyrate; 3-hydroxybutyrate,short_chain,SACS,NA,18083856; 23258541,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES: ;  Kinetic parameters: KM=60 uM for butyrate {ECO:0000269|PubMed:23258541}; KM=120 uM for valerate {ECO:0000269|PubMed:23258541}; KM=540 uM for propionate {ECO:0000269|PubMed:23258541}; KM=680 uM for acetate {ECO:0000269|PubMed:23258541}; KM=1540 uM for 4HB {ECO:0000269|PubMed:23258541}; KM=1880 uM for 3HB {ECO:0000269|PubMed:23258541}; Vmax=0.22 umol/min/mg enzyme with 4HB as substrate {ECO:0000269|PubMed:23258541}; Vmax=0.21 umol/min/mg enzyme with butyrate as substrate {ECO:0000269|PubMed:23258541}; Vmax=0.20 umol/min/mg enzyme with valerate as substrate {ECO:0000269|PubMed:23258541}; Vmax=0.20 umol/min/mg enzyme with propionate as substrate {ECO:0000269|PubMed:23258541}; Vmax=0.13 umol/min/mg enzyme with acetate as substrate {ECO:0000269|PubMed:23258541}; Vmax=0.07 umol/min/mg enzyme with 3HB as substrate {ECO:0000269|PubMed:23258541}; Note=Kcat is 0.24 sec(-1) for ligase activity with 4HB as substrate. Kcat is 0.23 sec(-1) for ligase activity with butyrate as substrate. Kcat is 0.22 sec(-1) for ligase activity with valerate as substrate. Kcat is 0.21 sec(-1) for ligase activity with propionate as substrate. Kcat is 0.14 sec(-1) for ligase activity with acetate as substrate. Kcat is 0.08 sec(-1) for ligase activity with 3HB as substrate. {ECO:0000269|PubMed:23258541};,"c(""EC 6.2.1.40"", ""EC 6.2.1.1"", ""EC 6.2.1.2"", ""EC 6.2.1.17"""
ACSA_BRADU,Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110),Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acetate,short_chain,SACS,NA,12597275; 11726281,NA,"NA","NA",EC 6.2.1.1
ACSA_HUMAN,Homo sapiens (Human),"Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme)",acetate,short_chain,SACS,NA,10843999; 14702039; 11780052; 15489334; 18088087; 18669648; 19413330; 19608861; 20068231; 21269460; 23186163; 24275569,NA,"NA","NA",EC 6.2.1.1
HPCAS_SULTO,Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) (Sulfolobus tokodaii),3-hydroxypropionyl-coenzyme A synthetase (3-hydroxypropionyl-CoA synthetase) (EC 6.2.1.36),3-hydroxypropanoate,short_chain,SACS,NA,18165310; 11572479,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=190 uM for 3-hydroxypropionate {ECO:0000269|PubMed:18165310}; KM=110 uM for ATP {ECO:0000269|PubMed:18165310};,EC 6.2.1.36
HPCAS_METS5,Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2),3-hydroxypropionyl-coenzyme A synthetase (3-hydroxypropionyl-CoA synthetase) (EC 6.2.1.36),3-hydroxypropanoate,short_chain,SACS,NA,18083856; 18165310,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=180 uM for 3-hydroxypropionate {ECO:0000269|PubMed:18165310}; KM=45 uM for ATP {ECO:0000269|PubMed:18165310};,EC 6.2.1.36
BAIB_CLOSV,Clostridium scindens (strain JCM 10418 / VPI 12708),Bile acid-coenzyme A ligase (EC 6.-.-.-),C24_bile_acids,very_long_chain_bile,VLACS_BILE,NA,2254270; 1551828,NA,4LGC,"NA",EC 6.-.-.-
S27A2_RAT,Rattus norvegicus (Rat),"Very long-chain acyl-CoA synthetase (VLACS) (VLCS) (EC 6.2.1.-) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 2) (THCA-CoA ligase) (Very long-chain-fatty-acid-CoA ligase)",C27_bile_acid,very_long_chain_bile,VLACS_BILE,NA,8939997; 10640429,NA,"NA","NA","c(""EC 6.2.1.-"", ""EC 6.2.1.3"""
S27A5_HUMAN,Homo sapiens (Human),"Bile acyl-CoA synthetase (BACS) (EC 6.2.1.7) (Bile acid-CoA ligase) (BA-CoA ligase) (BAL) (Cholate--CoA ligase) (Fatty acid transport protein 5) (FATP-5) (Fatty-acid-coenzyme A ligase, very long-chain 3) (Solute carrier family 27 member 5) (Very long-chain acyl-CoA synthetase homolog 2) (VLCS-H2) (VLCSH2) (Very long-chain acyl-CoA synthetase-related protein) (VLACS-related) (VLACSR)",C24_bile_acids,very_long_chain_bile,VLACS_BILE,NA,10479480; 14702039; 15057824; 10749848; 11980911; 24275569,NA,"NA","NA",EC 6.2.1.7
S27A5_MOUSE,Mus musculus (Mouse),Bile acyl-CoA synthetase (BACS) (EC 6.2.1.7) (Bile acid-CoA ligase) (BA-CoA ligase) (BAL) (Cholate--CoA ligase) (Fatty acid transport protein 5) (FATP-5) (Solute carrier family 27 member 5) (Very long-chain acyl-CoA synthetase-related protein) (VLACS-related) (VLACSR),C24_bile_acids,very_long_chain_bile,VLACS_BILE,NA,9642112; 15489334; 9671728; 11980911; 21183079,NA,"NA","NA",EC 6.2.1.7
F1MX08_BOVIN,Bos taurus (Bovine),Solute carrier family 27 member 5,C24_very_long_chain; C26_very_long_chain,very_long_chain_bile,VLACS_BILE,NA,19393038;,NA,"NA","NA","NA"
G3V7V3_RAT,Rattus norvegicus (Rat),"Solute carrier family 27 (Fatty acid transporter), member 4 (Solute carrier family 27 member 4)",C24_very_long_chain; C26_very_long_chain,very_long_chain_bile,VLACS_BILE,NA,15057822; 15632090; 22673903,NA,"NA","NA","NA"
D3ZUP3_RAT,Rattus norvegicus (Rat),Very long-chain acyl-CoA synthetase,very_long_chain,very_long_chain_bile,VLACS_BILE,NA,15057822;,NA,"NA","NA","NA"
E9PXV4_MOUSE,Mus musculus (Mouse),Bile acyl-CoA synthetase,bile_acid,very_long_chain_bile,VLACS_BILE,NA,19468303; 21183079;,NA,"NA","NA","NA"
A2ANX6_MOUSE,Mus musculus (Mouse),Very long-chain acyl-CoA synthetase,very_long_chain,very_long_chain_bile,VLACS_BILE,NA,19468303; 21183079; 23576753,NA,"NA","NA","NA"
E7FCY5_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase bubblegum family member 1,very_long_chain,very_long_chain_bile,VLACS_BILE,NA,23594743,NA,"NA","NA","NA"
F1RCV2_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),Acyl-CoA synthetase bubblegum family member 2,very_long_chain,very_long_chain_bile,VLACS_BILE,NA,23594743,NA,"NA","NA","NA"
D3ZSL9_RAT,Rattus norvegicus (Rat),Very long-chain acyl-CoA synthetase,very_long_chain,very_long_chain_bile,VLACS_BILE,NA,15057822;,NA,"NA","NA","NA"
S27A5_RAT,Rattus norvegicus (Rat),Bile acyl-CoA synthetase (BACS) (EC 6.2.1.7) (Bile acid-CoA ligase) (BA-CoA ligase) (BAL) (Cholate--CoA ligase) (Fatty acid transport protein 5) (FATP-5) (Solute carrier family 27 member 5) (Very long-chain acyl-CoA synthetase-related protein) (VLACS-related) (VLACSR),very_long_chain,very_long_chain_bile,VLACS_BILE,NA,12454267; 15489334,NA,"NA","NA",EC 6.2.1.7
S27A2_HUMAN,Homo sapiens (Human),"Very long-chain acyl-CoA synthetase (VLACS) (VLCS) (EC 6.2.1.-) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 2) (THCA-CoA ligase) (Very long-chain-fatty-acid-CoA ligase)",very_long_chain,very_long_chain_bile,VLACS_BILE,NA,10198260; 14702039; 16572171; 15489334; 11980911; 18669648; 20068231; 21269460; 23186163; 24275569,NA,"NA","NA","c(""EC 6.2.1.-"", ""EC 6.2.1.3"""
S27A2_MOUSE,Mus musculus (Mouse),"Very long-chain acyl-CoA synthetase (VLACS) (VLCS) (EC 6.2.1.-) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 2) (THCA-CoA ligase) (Very long-chain-fatty-acid-CoA ligase)",very_long_chain,very_long_chain_bile,VLACS_BILE,NA,9559670; 9671728; 11980911; 19468303; 15489334; 15699031; 21183079; 23576753,NA,"NA","NA","c(""EC 6.2.1.-"", ""EC 6.2.1.3"""
FAC19_RHORH,Rhodococcus rhodochrous,3-oxocholest-4-en-26-oate--CoA ligase (EC 6.2.1.42) (Steroid-CoA ligase) (Steroid-coenzyme A ligase),3-oxocholest-4-en-26-oate,very_long_chain_bile,VLACS_BILE,NA,21602385; 24244004,NA,"NA","NA",EC 6.2.1.42
A0A287A933_PIG,Sus scrofa (Pig),Acyl-CoA synthetase family member 3,very_long_chain,very_long_chain_bile,VLACS_BILE,NA,"NA",NA,"NA","NA","NA"
F1RKU0_PIG,Sus scrofa (Pig),Acyl-CoA synthetase bubblegum family member 1,very_long_chain,very_long_chain_bile,VLACS_BILE,NA,"NA",NA,"NA","NA","NA"
F1RKU1_PIG,Sus scrofa (Pig),Acyl-CoA synthetase bubblegum family member 1,very_long_chain,very_long_chain_bile,VLACS_BILE,NA,"NA",NA,"NA","NA","NA"
A0A287BJX8_PIG,Sus scrofa (Pig),Acyl-CoA synthetase bubblegum family member 1,very_long_chain,very_long_chain_bile,VLACS_BILE,NA,"NA",NA,"NA","NA","NA"
FAC19_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Long-chain-fatty-acid--CoA/3-oxocholest-4-en-26-oate--CoA ligase (FACL) (EC 6.2.1.3) (EC 6.2.1.42) (Acyl-CoA synthetase) (Steroid-CoA ligase) (Steroid-coenzyme A ligase),bile_acid,very_long_chain_bile,VLACS_BILE,NA,9634230; 15042094; 21969609; 24244004,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES: ;  Kinetic parameters: KM=23 uM for 3-oxo-4-cholesten-26-oate (at pH 7.3 and 22 degrees Celsius) {ECO:0000269|PubMed:24244004}; Vmax=2.3 umol/min/mg enzyme with 3-oxo-4-cholesten-26-oate as substrate (at pH 7.3 and 22 degrees Celsius) {ECO:0000269|PubMed:24244004}; Note=Kcat is 0.75 sec(-1) for 3-oxo-4-cholesten-26-oate--CoA ligase activity (at pH 7.3 and 22 degrees Celsius). {ECO:0000269|PubMed:24244004};,"c(""EC 6.2.1.3"", ""EC 6.2.1.42"""
FAA26_MYCBO,Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),Long-chain-fatty-acid--AMP ligase FadD26 (FAAL) (EC 6.2.1.-) (Acyl-AMP synthetase),docosanoate; tetracosanoate,very_long_chain_bile,VLACS_BILE,NA,12788972; 28385856; 20553505,NA,"NA","NA",EC 6.2.1.-
NA,NA,NA,acetate,short_chain,SACS,BGC0000125,11094342,pimaricin,NA,NA,NA
NA,NA,NA,polyeneoate,long_chain,HOLDOUTTEST,BGC0001298,24120331,4-Z-annimycin,NA,NA,NA
NA,NA,NA,5-aminolevulinate,amino_acid,PEPTIDE,BGC0001298,24120331,4-Z-annimycin,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000454,17159203,vanchrobactin,NA,NA,NA
NA,NA,NA,long_chain,long_chain,FAAL,BGC0001125,25369527,puwainaphycin A,NA,NA,NA
NA,NA,NA,8-hydroxyoctanoate,long_chain,FAAL,BGC0001115,21483852,thiomarinol,NA,NA,NA
NA,NA,NA,8-hydroxyoctanoate,long_chain,FAAL,BGC0001115,21483852,thiomarinol,NA,NA,NA
NA,NA,NA,unknown,aryl,CAR,BGC0001348,27234886;20808316,JBIR-100,NA,NA,NA
NA,NA,NA,salicylate,aryl,ARYL,BGC0000347,18990191,equibactin,NA,NA,NA
NA,NA,NA,acetate; malonate,short_chain,SACS,BGC0000196,17722122,AQ-256,NA,NA,NA
NA,NA,NA,cyclohexanecarboxylate,aryl,ARYL,BGC0000042,24014395,cremimycin,NA,NA,NA
NA,NA,NA,hexenoate,medium_chain,FAAL,BGC0001001,21393570;19951434;19494914;16460000,Jamaicamide,NA,NA,NA
NA,NA,NA,"9,10-epoxy-8-hydroxy-9-methyl-decatrienoate",long_chain,LACS,BGC0001253,20192828,ACT-Toxin I,NA,NA,NA
NA,NA,NA,4-hydroxybenzoate,aryl,ARYL,BGC0001088,15077674,albicidin,NA,NA,NA
NA,NA,NA,6-methylsalicylate,aryl,ARYL,BGC0001503,29090939,amycolamycin A,NA,NA,NA
NA,NA,NA,12-methyltridecanoate,long_chain,LACS,BGC0000354,15942003,friulimicin,NA,NA,NA
NA,NA,NA,4-guanidinobutanoate,other,OTHER,BGC0001523,28418225,azalomycin F,NA,NA,NA
NA,NA,NA,phenylacetate,aryl,ARYL,BGC0001607,29659660,gilvusmycin,NA,NA,NA
NA,NA,NA,acetate,short_chain,SACS,BGC0001078,16452404,furaquinocin A,NA,NA,NA
NA,NA,NA,phenylacetate,aryl,ARYL,BGC0001358,27416025,leucinostatin A,NA,NA,NA
NA,NA,NA,aminolevulinate,amino_acid,PEPTIDE,BGC0000213,24838618,colabomycin E,NA,NA,NA
NA,NA,NA,"(E)-11-hydroxy-2,4,6,8,10,12-hexamethyl-9-oxotetradec-6-enoate",long_chain,HOLDOUTTEST,BGC0000051,23801186,ebelactone,NA,NA,NA
NA,NA,NA,mupirocin,long_chain,FAAL,BGC0000182,11495990;12770824;15583005;15726184;16039529;17383964;17713071;20013982;21318358;24625190,Pseudomonic acid A,NA,NA,NA
NA,NA,NA,acetate; isobutyrate; propionate,short_chain,HOLDOUTTEST,BGC0000210,21342468;21244022;17768249;16391039;15255901;15112992,chromomycin A3,NA,NA,NA
NA,NA,NA,acetate; isobutyrate; propionate,short_chain,HOLDOUTTEST,BGC0000210,21342468;21244022;17768249;16391039;15255901;15112992,chromomycin A3,NA,NA,NA
NA,NA,NA,aryl,aryl,ARYL,BGC0000893,11577160;25267678;20876130;15184904;20713732;24347692;19255478;14702400,chloramphenicol,NA,NA,NA
NA,NA,NA,D-aspartate; L-aspartate,amino_acid,PEPTIDE,BGC0000202,19928906,azicemicin,NA,NA,NA
NA,NA,NA,"1,4-dihydroxy-6-naphthoate",aryl,ARYL,BGC0001359,26648119;26905289,PM100117,NA,NA,NA
NA,NA,NA,"2,4-dimethylhexanoate",medium_chain,MACS,BGC0001143,22921072,azanigerone,NA,NA,NA
NA,NA,NA,1-heptadecene,long_chain,HOLDOUTTEST,BGC0001163,24475038,1-heptadecene,NA,NA,NA
NA,NA,NA,1-heptadecene,long_chain,FAAL,BGC0001161,24475038,1-heptadecene,NA,NA,NA
NA,NA,NA,1-heptadecene,long_chain,FAAL,BGC0001162,24475038,1-heptadecene,NA,NA,NA
NA,NA,NA,unknown,long_chain,LACS,BGC0001783,23301954,streptonigrin,NA,NA,NA
NA,NA,NA,5-methylnaphthoate,aryl,ARYL,BGC0000960,18635006,azinomycin B,NA,NA,NA
NA,NA,NA,5-aminolevulinate,amino_acid,PEPTIDE,BGC0000028,23362147,Bafilomycin B1,NA,NA,NA
NA,NA,NA,3-hydroxypicolinoate,aryl,ARYL,BGC0001292,26496684,A33853,NA,NA,NA
NA,NA,NA,phenylacetate,aryl,ARYL,BGC0001292,26496684,A33853,NA,NA,NA
NA,NA,NA,malonate,short_chain,SACS,BGC0001288,26505309,maklamicin,NA,NA,NA
NA,NA,NA,malonate; methylmalonate,short_chain,SACS,BGC0001755,29914489,reedsmycins,NA,NA,NA
NA,NA,NA,"2,7- dihydroxy-5-methyl-1-naphthoate",aryl,ARYL,BGC0000112,15797213;17539640;18223152;18387946;19702337;20704329,neocarzinostatin,NA,NA,NA
NA,NA,NA,4-coumarate,aryl,ARYL,BGC0001101,12446651;12598647;15112993;17502372;21192727,leinamycin,NA,NA,NA
NA,NA,NA,malonate,short_chain,HOLDOUTTEST,BGC0001409,27195476,dutomycin,NA,NA,NA
NA,NA,NA,"5-hydroxy-4-methoxy-3,6,7,8-tetrahydropyrrolo[3,2-e]indole-2-carboxylate",aryl,ARYL,BGC0000466,22612591,yatakemycin,NA,NA,NA
NA,NA,NA,5-hydroxy-6-methoxy-1H-indole-2-carboxylate,aryl,HOLDOUTTEST,BGC0000466,22612591,yatakemycin,NA,NA,NA
NA,NA,NA,5-hydroxy-6-methoxy-1H-indole-2-carboxylate,aryl,HOLDOUTTEST,BGC0000466,22612591,yatakemycin,NA,NA,NA
NA,NA,NA,benzoate,aryl,ARYL,BGC0000953,22267658;22587000;23919735,amicetin,NA,NA,NA
NA,NA,NA,acetate,short_chain,SACS,BGC0000270,12115055,simocyclinone,NA,NA,NA
NA,NA,NA,"2-ketoisovalerate; 3,3- dimethyl-2-ketobutyrate",short_chain,SACS,BGC0000378,17940045,kutznerides,NA,NA,NA
NA,NA,NA,anthranilate,aryl,ARYL,BGC0001075,23677853,aurachin RE,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000945,9371453,vibriobactin,NA,NA,NA
NA,NA,NA,acetate; propionate,short_chain,HOLDOUTTEST,BGC0000093,12811466;20348291,meilingmycin,NA,NA,NA
NA,NA,NA,3-hydroxybenzoate,aryl,ARYL,BGC0000632,18503195,brasilicardin A,NA,NA,NA
NA,NA,NA,crotonoate,short_chain,HOLDOUTTEST,BGC0001042,21416665,sanglifehrin A,NA,NA,NA
NA,NA,NA,unknown,unknown,HOLDOUTTEST,BGC0000111,15328113,neocarzilin,NA,NA,NA
NA,NA,NA,unknown,aryl,CAR,BGC0000662,18375553;18364359;18310036,grixazone,NA,NA,NA
NA,NA,NA,decanote,long_chain,FAAL,BGC0001064,23106426,Cylindrocyclophane D,NA,NA,NA
NA,NA,NA,unknown,unknown,HOLDOUTTEST,BGC0001440,28452105;25769015,cystargolide A,NA,NA,NA
NA,NA,NA,unknown,unknown,HOLDOUTTEST,BGC0001440,28452105;25769015,cystargolide A,NA,NA,NA
NA,NA,NA,decanoate,long_chain,FAAL,BGC0000336,15870461,daptomycin,NA,NA,NA
NA,NA,NA,1-carboxy-2-cyanopropane,other,OTHER,BGC0001574,29131568,diisonitrile antibiotic SF2768,NA,NA,NA
NA,NA,NA,1-acetyl-3-carboxy-beta-carboline,aryl,ARYL,BGC0001137,23913777,marinacarboline a,NA,NA,NA
NA,NA,NA,hexadienoate,medium_chain,MACS,BGC0001205,26963294;25571861,communesin A,NA,NA,NA
NA,NA,NA,salicylate,aryl,ARYL,BGC0001008,17918933;18223152;20534556;20718468,maduropeptin,NA,NA,NA
NA,NA,NA,myristate; pentadecanoate; palmitate,long_chain,LACS,BGC0001035,23688303;25879325;25527531;25270390;27494047,pneumocandin B0,NA,NA,NA
NA,NA,NA,cyclohexanecarboxylate,aryl,ARYL,BGC0000123,12819191,phoslactomycin B,NA,NA,NA
NA,NA,NA,p-nitrobenzoate,aryl,ARYL,BGC0000024,13174453;770405;11079808;14700630;15038705;15612710;15645471;15812854;16292785;17718517;17763486;17765264;18458342;20798054;21280577;21678538;22799266;23606628;24402879;24973817;20662518,aureothin,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000309,9384377;19383706,bacillibactin,NA,NA,NA
NA,NA,NA,acetate; malonate,short_chain,HOLDOUTTEST,BGC0001600,27983606,fusarielin H,NA,NA,NA
NA,NA,NA,aminocoumarate,aryl,ARYL,BGC0000141,9387157;12889805,rubradirin,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000368,19915026,griseobactin,NA,NA,NA
NA,NA,NA,3-hydroxyanthranilate,aryl,ARYL,BGC0001213,25892546,nataxazole,NA,NA,NA
NA,NA,NA,6-methylsalicylate,aryl,ARYL,BGC0001213,25892546,nataxazole,NA,NA,NA
NA,NA,NA,4-guanidinylbutanoate,other,OTHER,BGC0001662,29349495,mediomycin A,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000366,23336063,gobichelin,NA,NA,NA
NA,NA,NA,2-oxo-3-phenylpropanoate,aryl,HOLDOUTTEST,BGC0000298,20863139;17524987;18614525,Aeruginosin 98-A,NA,NA,NA
NA,NA,NA,dihydroxytetradecanoate; dihydroxyhexadecanoate,long_chain,FAAL,BGC0000369,24742428,Hassallidin C,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000401,21883794,paenibactin,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0001676,29558441,mycemycin A,NA,NA,NA
NA,NA,NA,3-hydroxypicolinoate,aryl,ARYL,BGC0001039,21454714,pyridomycin,NA,NA,NA
NA,NA,NA,4-guanidinobutanoate,other,OTHER,BGC0001700,29308897,niphimycins C-E,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000294,15289555,acinetobactin,NA,NA,NA
NA,NA,NA,5-hydroxytetradecanoate,long_chain,FAAL,BGC0000456,24848421,verlamelin,NA,NA,NA
NA,NA,NA,picolinoate,aryl,ARYL,BGC0000966,22591508,caerulomycin A,NA,NA,NA
NA,NA,NA,dimethylsulfoniopropionate,other,OTHER,BGC0000343,19710707,enterobactin,NA,NA,NA
NA,NA,NA,malonate,short_chain,SACS,BGC0000208,24043447,chelocardin,NA,NA,NA
NA,NA,NA,3-hydroxy-4-methyldecanoate,long_chain,LACS,BGC0001290,26184239,emericellamide A,NA,NA,NA
NA,NA,NA,"(2S,3S)-3-(1H-indol-3-yl)-2-methylbutanoate",other,OTHER,BGC0001206,25730866,indolmycin,NA,NA,NA
NA,NA,NA,palmitate,long_chain,LACS,BGC0000140,20081823,RK-682,NA,NA,NA
NA,NA,NA,2-succinylbenzoate,aryl,ARYL,BGC0000958,21857911;22378565;22861048;22971101;23772837;24123503;25275920;24367419;11175751;13836892,Antimycin,NA,NA,NA
NA,NA,NA,"(2S)-2-(5-((2S,3S)-3-hydroxyhexan-2-yl)tetrahydrofuran-2-yl)propanoate",other,OTHER,BGC0001150,25537663,pamamycin,NA,NA,NA
NA,NA,NA,acetate; malonate,short_chain,HOLDOUTTEST,BGC0000894,21956130,citrinin,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000392,22578145,mirubactin,NA,NA,NA
NA,NA,NA,cyclohexanecarboxylate,aryl,ARYL,BGC0001643,29466301,lactomycins A-C,NA,NA,NA
NA,NA,NA,salicylate,aryl,ARYL,BGC0001225,25741696,celesticetin,NA,NA,NA
NA,NA,NA,acetate,short_chain,SACS,BGC0001712,29317534,ochrindol,NA,NA,NA
NA,NA,NA,unknown,long_chain,LACS,BGC0001658,28207275,macrotermycins,NA,NA,NA
NA,NA,NA,unknown,unknown,HOLDOUTTEST,BGC0001102,22765305,Malleilactone,NA,NA,NA
NA,NA,NA,malonate,short_chain,HOLDOUTTEST,BGC0001083,22784372,merochlorin A,NA,NA,NA
NA,NA,NA,decanoate,long_chain,FAAL,BGC0001663,28252962,merocyclophane C,NA,NA,NA
NA,NA,NA,octanoate; hexanoate,long_chain,HOLDOUTTEST,BGC0000971,21387511,Cinnabaramide,NA,NA,NA
NA,NA,NA,phenylacetate,aryl,ARYL,BGC0000971,21387511,Cinnabaramide,NA,NA,NA
NA,NA,NA,salicylate,aryl,ARYL,BGC0000460,24478763,vulnibactin,NA,NA,NA
NA,NA,NA,salicylate,aryl,ARYL,BGC0000460,24478763,vulnibactin,NA,NA,NA
NA,NA,NA,2-oxo-3-phenylpropanoate,aryl,HOLDOUTTEST,BGC0001668,22627757,microperfuranone,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0001185,18957859,bacillibactin,NA,NA,NA
NA,NA,NA,benzoate,aryl,ARYL,BGC0001202,25831524,landepoxcin,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0001345,11562468;18498160,myxochelin A,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0000359,"NA","NA",NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0001444,"NA","NA",NA,NA,NA
NA,NA,NA,long_chain,long_chain,LACS,BGC0001471,"NA","NA",NA,NA,NA
NA,NA,NA,long_chain,long_chain,LACS,BGC0001504,"NA","NA",NA,NA,NA
NA,NA,NA,phenylacetate,aryl,ARYL,BGC0000965,"NA","NA",NA,NA,NA
NA,NA,NA,phenylacetate,aryl,ARYL,BGC0000692,"NA","NA",NA,NA,NA
NA,NA,NA,myristate,long_chain,FAAL,BGC0000394,23841701,naphthyridinomycin,NA,NA,NA
NA,NA,NA,4-acetamidopyrrole-2-carboxylate,other,OTHER,BGC0001147,25415678,disgocidine,NA,NA,NA
NA,NA,NA,"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxypropyl]oxolan-2-yl]propanoate; 6,8-dihydroxy-2-methylnon-2E-enoate",other,OTHER,BGC0000252,10650222,nonactin,NA,NA,NA
NA,NA,NA,median_beta_hydroxy_acid_long,median_beta_hydroxy_acid_long,HOLDOUTTEST,BGC0000382,25239907,lipstatin,NA,NA,NA
NA,NA,NA,p-hydroxyphenylacetate,aryl,HOLDOUTTEST,BGC0001748,29062311,pseudospumigin A,NA,NA,NA
NA,NA,NA,"3,4-dihydroxybenzoate",aryl,ARYL,BGC0000698,16873023,hygromycin A,NA,NA,NA
NA,NA,NA,salicylate,aryl,ARYL,BGC0000921,22035801,Promysalin,NA,NA,NA
NA,NA,NA,"2-(((6R,7R,7aR)-3,6-dihydroxy-2-oxo-2,6,7,7a-tetrahydro-1H-inden-7-yl)oxy)acrylate",aryl,ARYL,BGC0001480,29361220;27994019,Tundrenone,NA,NA,NA
NA,NA,NA,p-nitrobenzoate,aryl,ARYL,BGC0000110,17763486;19651421;24402879;11897600;5593974;11560371;20094652;23968564,Neoaureothin,NA,NA,NA
NA,NA,NA,malonate; methylmalonate,short_chain,HOLDOUTTEST,BGC0000135,21642985,reveromycin,NA,NA,NA
NA,NA,NA,malonate; methylmalonate,short_chain,HOLDOUTTEST,BGC0000135,21642985,reveromycin,NA,NA,NA
NA,NA,NA,o-succinylbenzoate,aryl,ARYL,BGC0000913,18811645,menaquinone,NA,NA,NA
NA,NA,NA,"2,3-dihydroxybenzoate",aryl,ARYL,BGC0001055,17049458,yersiniabactin,NA,NA,NA
NA,NA,NA,acetate; butyrate; malonate,short_chain,HOLDOUTTEST,BGC0000138,15123265,rimocidin,NA,NA,NA
NA,NA,NA,phenylacetate,aryl,ARYL,BGC0001584,27999165,C-1027,NA,NA,NA
